having_IP_Address,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result,URL_Length_0,URL_Length_1,having_Sub_Domain_0,having_Sub_Domain_1,SSLfinal_State_0,SSLfinal_State_1,URL_of_Anchor_0,URL_of_Anchor_1,Links_in_tags_0,Links_in_tags_1,web_traffic_0,web_traffic_1
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,False,True,False,True,False,True,True,False,False,True,False,True
1,1,1,1,0,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,False,False,False,False,False,False,True,False,True,False,False,True
1,1,1,1,0,0,1,1,1,1,-1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,True,False,False,False,False,True,True,False,False,True,False,True
1,1,1,1,0,1,1,1,0,0,-1,0,0,0,1,1,1,1,1,1,0,1,-1,0,0,False,False,True,False,False,False,False,False,False,False,True,False
0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,-1,1,0,False,True,True,False,True,False,False,False,True,False,False,True
1,1,1,1,0,0,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,False,False,True,False,True,False,True,False,False,False,True,False
1,1,1,1,0,1,1,1,1,1,-1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,False,False,False,False,False,False,True,False,True,False,False,True
0,0,1,0,0,0,1,1,0,1,-1,1,1,1,1,1,1,1,1,0,0,0,-1,1,1,False,False,False,True,False,True,True,False,False,False,False,True
1,1,1,1,0,0,0,1,1,1,-1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,False,False,False,True,False,True,False,True,True,False,False,True
1,1,1,1,0,0,1,1,1,0,-1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,True
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,False,True,True,False,True,False,False,False,True,False,False,True
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,False,False,True,False,False,False,True,False,False,False,False,True
1,1,1,1,0,0,0,0,1,1,-1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,False,False,False,True,False,True,True,False,False,False,False,True
1,1,1,1,0,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,False,False,False,True,False,True,True,False,True,False,True,False
1,1,1,1,0,0,0,0,1,0,-1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,False,False,False,True,False,True,True,False,False,True,False,True
1,1,1,1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,False,False,False,True,False,True,False,True,False,True,False,True
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,False,False,False,False,False,True,True,False,True,False,False,True
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,False,False,False,False,False,True,True,False,True,False,False,True
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,0,1,1,-1,1,1,False,False,False,True,False,True,True,False,False,True,False,False
1,1,1,0,0,0,1,1,0,0,-1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,False,False,True,False,False,True,False,False,False,True,False,False
0,0,1,0,0,1,1,1,0,1,-1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,False,False,False,True,False,True,True,False,False,True,False,True
0,0,1,0,0,1,1,1,0,0,-1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,False,False,True,False,False,True,False,True,False,False,False,True
1,1,0,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,1,0,1,0,0,1,1,-1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,False,False,True,False,False,True,False,False,True,False,True,False
0,0,1,0,0,1,1,1,0,0,-1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,False,False,False,False,False,True,True,False,True,False,False,True
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,False,False,True,False,True,False,False,False,True,False,False,True
1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,False,True,False,False,False,True,False,True,False,False,False,True
1,1,0,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,False,False,False,True,False,True,False,True,False,True,False,True
1,1,1,1,0,0,0,0,1,1,-1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,False,False,False,False,False,True,True,False,False,True,False,True
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,False,False,False,True,False,False,True,False,True,False,True,False
1,1,1,1,0,0,1,1,1,1,-1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,False,False,False,True,False,True,False,True,True,False,False,True
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,False,False,False,False,False,True,True,False,False,False,False,True
1,1,1,1,0,0,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True,False
1,1,1,1,0,1,0,0,1,0,-1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,False,False,False,False,False,True,True,False,True,False,False,True
1,1,1,1,0,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,False,False,False,False,False,True,True,False,True,False,False,False
1,1,1,1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,False,False,False,False,False,True,True,False,False,False,False,False
1,1,1,1,0,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,False,False,False,True,False,True,False,True,True,False,False,True
1,1,1,1,0,0,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,False,False,False,True,False,True,True,False,True,False,False,True
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,False,False,False,True,False,True,True,False,False,True,False,False
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,False,False,False,True,False,False,False,False,True,False,False,False
1,1,1,1,0,0,0,0,1,0,-1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,False,False,False,True,False,True,True,False,True,False,False,True
0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,False,True,False,False,False,True,True,False,True,False,False,True
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,False,False,True,False,False,True,True,False,False,True,True,False
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,False,False,False,True,False,False,False,False,False,True,False,False
1,1,1,1,0,0,1,1,1,0,-1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,False,False,False,False,False,False,True,False,True,False,False,True
1,1,0,1,0,0,0,0,1,0,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,True,False,False,True,True,False
1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,False,True,False,True,False,False,False,True,False,True,False,True
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,False,False,False,False,False,True,True,False,False,False,False,True
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,False,False,False,True,False,True,True,False,False,True,False,True
0,0,1,0,0,0,1,1,0,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,False,False,False,True,False,False,True,False,True,False,False,True
1,1,1,1,0,0,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,True,False
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,False,False,False,True,False,False,True,False,False,True,False,True
1,1,1,1,0,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,False,False,False,False,False,True,False,True,False,True,False,True
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,True,False,True,False
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,False,False,False,False,False,True,True,False,True,False,False,True
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,False,False,True,False,False,True,False,False,False,False,True,False
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,False,False,True,False,True,False,False,False,False,False,False,False
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,False,False,True,False,False,False,True,False,True,False,False,True
0,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,True,False,True
1,1,1,1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,False,False,False,True,False,True,False,True,False,True,False,False
1,1,1,1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,False,False,False,False,False,True,True,False,False,True,False,True
0,0,1,0,0,0,1,1,0,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,False,False,False,False,False,True,False,True,False,False,False,True
1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False
1,1,1,1,0,1,0,1,1,0,-1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,False,False,True,False,False,True,True,False,False,False,False,True
1,1,1,1,0,0,0,1,1,0,-1,1,1,0,0,1,0,0,0,1,0,1,-1,1,0,False,False,False,False,False,True,True,False,False,False,False,True
1,1,1,1,1,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,False,False,False,False,False,True,True,False,False,True,False,True
1,1,0,1,0,0,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,1,1,1,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,False,False,True,False,False,True,False,True,False,False,False,True
1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,False,True,False,True,False,True,False,True,False,False,False,True
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,False,False,False,True,False,True,True,False,False,False,False,True
0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,False,True,False,False,False,True,True,False,True,False,False,True
1,1,0,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,False,True,True,False,False,True,True,False,True,False,False,True
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,False,False,False,True,False,True,True,False,False,False,True,False
1,1,1,1,1,0,0,0,1,0,-1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,False,False,True,False,False,True,False,True,False,True,False,True
1,1,1,1,0,0,1,1,1,0,-1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,False,False,False,False,False,True,True,False,True,False,False,True
1,0,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,False,True,False,False,False,True,True,False,False,True,True,False
1,1,1,1,0,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,False,False,False,True,False,True,True,False,False,False,True,False
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,False,False,True,False,True,False,False,False,False,False,False,False
0,0,1,0,0,1,0,1,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,True,False,False,False,False,False,False,True,False,False
1,1,1,1,1,0,1,1,1,1,-1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,False,False,False,False,False,True,False,True,True,False,False,True
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False,False,True,False
1,1,1,1,0,0,0,0,1,1,-1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,False,False,False,True,False,False,False,True,False,True,False,True
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,False,False,False,True,False,True,True,False,False,False,True,False
1,1,1,1,0,0,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,False,False,False,False,False,True,True,False,False,False,True,False
1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,False,True,True,False,False,True,False,True,True,False,False,True
0,0,1,0,1,0,1,1,0,1,-1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,False,False,True,False,False,True,False,True,False,False,False,True
1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,False,True,False,False,False,True,False,True,True,False,False,True
1,1,1,1,0,0,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,False,False,False,True,False,True,True,False,True,False,False,False
1,1,1,1,0,0,1,1,1,1,-1,0,0,0,1,1,1,1,1,1,0,1,-1,0,1,False,False,False,True,False,True,True,False,False,True,False,True
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,False,False,False,False,False,True,True,False,True,False,False,True
0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,False,True,True,False,False,False,False,False,False,True,False,False
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,False,False,False,True,False,True,True,False,False,True,False,False
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,False,False,False,True,False,False,True,False,False,False,False,False
1,1,1,1,0,0,1,1,0,0,-1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,False,False,False,True,False,True,False,True,True,False,False,False
1,1,1,1,0,0,1,1,1,1,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,False,True,False,False,False,True,True,False,True,False,True,False
1,1,1,1,0,0,0,0,1,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,True,False,True,False
1,1,1,1,0,0,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,1,0,0,0,0,1,1,-1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,False,False,True,False,False,True,True,False,True,False,False,True
0,0,1,0,0,0,1,1,0,1,-1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,False,False,False,True,False,True,False,True,True,False,False,True
0,0,1,0,0,0,1,1,0,1,-1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,False,False,False,False,False,True,True,False,True,False,False,True
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,1,0,0,1,1,1,-1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,False,False,False,False,False,True,True,False,False,True,False,True
0,0,1,0,1,0,1,1,0,1,-1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,False,False,False,False,False,True,False,True,False,True,False,True
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False
1,1,1,1,0,1,0,0,1,0,-1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False
1,1,0,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,False,False,False,False,False,True,False,True,False,True,False,True
1,1,1,1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,False,False,True,False,False,False,True,False,False,False,False,False
0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,False,True,False,False,False,True,False,True,True,False,False,True
1,1,1,1,0,1,0,0,1,0,-1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False
0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,False,True,True,False,False,False,False,True,False,True,True,False
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,False,False,True,False,True,False,False,False,False,True,False,False
1,1,1,1,0,0,1,1,1,0,-1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,False,False,False,False,False,True,True,False,True,False,True,False
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,False,False,False,False,False,True,True,False,False,False,False,False
1,1,1,1,0,0,0,0,1,1,-1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,False,False,False,False,False,True,True,False,False,False,False,True
1,1,1,1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,False,False,False,True,False,True,False,True,True,False,False,False
1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,False,True,True,False,True,False,False,False,True,False,False,False
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,False,False,False,True,False,True,True,False,True,False,True,False
1,1,0,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,False,False,False,False,False,True,False,True,False,True,False,True
0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,False,True,True,False,False,True,False,True,False,True,False,True
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,False,False,False,True,False,False,True,False,False,True,False,True
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,False,False,False,False,False,False,True,False,False,False,True,False
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,False,False,False,False,False,False,False,False,True,False,False,True
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,False,False,False,True,False,True,True,False,True,False,True,False
1,1,1,1,1,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,False,False,False,False,False,True,True,False,False,False,False,True
1,1,1,1,0,0,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,False,False,False,False,False,False,False,True,True,False,False,False
1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,False,True,False,False,False,True,True,False,True,False,False,True
1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,False,True,True,False,False,True,True,False,False,False,False,True
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,False,False,True,False,True,False,False,False,True,False,False,False
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,True,False,True,False
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,True
1,1,1,1,0,0,0,0,1,0,-1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,False,False,False,True,False,True,True,False,True,False,False,True
1,1,0,1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,False,False,False,False,False,True,False,True,False,True,False,True
1,1,1,1,0,0,0,0,1,1,-1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,False,False,False,True,False,True,False,True,True,False,False,True
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,1,0,0,0,0,1,1,-1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,False,False,True,False,True,False,False,False,False,False,False,True
1,1,0,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,False,False,True,False,True,False,False,False,True,False,False,False
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False,True,False
1,1,0,1,1,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,False,False,False,False,False,True,False,True,False,True,False,True
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,False,False,False,True,False,True,True,False,False,False,True,False
0,0,1,0,0,1,1,1,0,1,-1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,False,False,False,False,False,True,True,False,False,True,False,True
1,1,1,1,1,0,0,1,0,1,-1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,False,False,True,False,False,True,False,True,False,False,False,True
1,1,1,1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,False,False,False,True,False,True,False,True,False,True,False,True
1,1,1,1,0,0,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,False,False,False,True,False,True,True,False,False,True,False,True
1,1,1,1,0,1,0,1,0,0,-1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,False,False,True,False,True,False,False,False,True,False,False,False
1,1,0,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,False,False,True,False,False,False,False,False,False,True,False,True
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,False,False,False,True,False,True,True,False,False,False,False,True
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,False,False,False,True,False,True,True,False,False,False,True,False
0,0,1,0,1,0,1,1,0,1,-1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,False,False,False,True,False,True,False,True,False,True,False,True
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,False,False,True,False,True,False,False,False,False,False,False,False
0,0,1,0,0,1,1,1,0,0,-1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,False,False,False,False,False,True,False,True,False,True,False,True
0,0,1,0,0,1,0,0,0,0,-1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,False,False,True,False,True,False,False,False,False,True,False,False
1,1,1,1,1,0,0,1,1,1,-1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,False,False,False,True,False,True,True,False,False,True,False,True
1,1,1,1,0,1,0,0,1,1,-1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,False,False,True,False,True,False,False,False,False,False,True,False
1,1,1,1,1,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,False,False,False,False,False,True,True,False,True,False,False,True
1,1,1,1,0,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,False,False,False,False,False,True,False,True,True,False,False,True
1,1,1,1,0,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,False,False,True,False,True,False,False,False,True,False,False,True
1,1,1,1,1,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,False,False,False,False,False,True,True,False,True,False,False,True
1,1,1,1,0,0,1,1,1,0,-1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,False,False,True,False,False,False,False,True,False,True,False,False
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,False,False,True,False,True,False,False,False,True,False,True,False
1,1,0,1,0,0,1,1,1,1,-1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False,True,False,True
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,False,False,True,False,False,True,False,True,True,False,False,False
1,1,1,1,0,1,0,1,1,0,-1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False
1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,False,True,True,False,True,False,False,True,True,False,False,False
1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False
0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,False,True,False,False,False,True,False,True,True,False,False,True
1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,False,True,True,False,False,True,True,False,False,True,False,True
1,1,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,True
1,1,1,1,0,0,0,0,0,1,-1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,True,False,True,False
1,1,1,1,0,1,1,1,0,0,-1,1,1,0,1,1,1,1,0,0,0,1,-1,1,0,True,False,False,False,False,False,True,False,True,False,False,True
1,1,1,1,0,0,0,0,1,1,-1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,False,False,True,False,True,False,False,False,False,False,False,True
1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,False,True,True,False,True,False,False,False,False,False,False,False
1,1,1,1,0,1,0,0,1,0,-1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False
